country;date;nb_conf_cases;nb_conf_day_cases;nb_death_cases;nb_death_day_cases;nb_recov_cases;nb_recov_day_cases
Albania;2020-04-04;   333;   29;   20;   3;   99;  10
Albania;2020-04-05;   361;   28;   20;   0;  104;   5
Algeria;2020-01-22;     0;    0;    0;   0;    0;   0
Algeria;2020-01-23;     0;    0;    0;   0;    0;   0
Algeria;2020-01-24;     0;    0;    0;   0;    0;   0
Algeria;2020-01-25;     0;    0;    0;   0;    0;   0
Algeria;2020-01-26;     0;    0;    0;   0;    0;   0
Algeria;2020-01-27;     0;    0;    0;   0;    0;   0
Algeria;2020-01-28;     0;    0;    0;   0;    0;   0
Algeria;2020-01-29;     0;    0;    0;   0;    0;   0
Algeria;2020-01-30;     0;    0;    0;   0;    0;   0
Algeria;2020-01-31;     0;    0;    0;   0;    0;   0
Algeria;2020-02-01;     0;    0;    0;   0;    0;   0
Algeria;2020-02-02;     0;    0;    0;   0;    0;   0
Algeria;2020-02-03;     0;    0;    0;   0;    0;   0
Algeria;2020-02-04;     0;    0;    0;   0;    0;   0
Algeria;2020-02-05;     0;    0;    0;   0;    0;   0
Algeria;2020-02-06;     0;    0;    0;   0;    0;   0
Algeria;2020-02-07;     0;    0;    0;   0;    0;   0
Algeria;2020-02-08;     0;    0;    0;   0;    0;   0
Algeria;2020-02-09;     0;    0;    0;   0;    0;   0
Algeria;2020-02-10;     0;    0;    0;   0;    0;   0
Algeria;2020-02-11;     0;    0;    0;   0;    0;   0
Algeria;2020-02-12;     0;    0;    0;   0;    0;   0
Algeria;2020-02-13;     0;    0;    0;   0;    0;   0
Algeria;2020-02-14;     0;    0;    0;   0;    0;   0
Algeria;2020-02-15;     0;    0;    0;   0;    0;   0
Algeria;2020-02-16;     0;    0;    0;   0;    0;   0
Algeria;2020-02-17;     0;    0;    0;   0;    0;   0
Algeria;2020-02-18;     0;    0;    0;   0;    0;   0
Algeria;2020-02-19;     0;    0;    0;   0;    0;   0
Algeria;2020-02-20;     0;    0;    0;   0;    0;   0
Algeria;2020-02-21;     0;    0;    0;   0;    0;   0
Algeria;2020-02-22;     0;    0;    0;   0;    0;   0
Algeria;2020-02-23;     0;    0;    0;   0;    0;   0
Algeria;2020-02-24;     0;    0;    0;   0;    0;   0
Algeria;2020-02-25;     1;    1;    0;   0;    0;   0
Algeria;2020-02-26;     1;    0;    0;   0;    0;   0
Algeria;2020-02-27;     1;    0;    0;   0;    0;   0
Algeria;2020-02-28;     1;    0;    0;   0;    0;   0
Algeria;2020-02-29;     1;    0;    0;   0;    0;   0
Algeria;2020-03-01;     1;    0;    0;   0;    0;   0
Algeria;2020-03-02;     3;    2;    0;   0;    0;   0
Algeria;2020-03-03;     5;    2;    0;   0;    0;   0
Algeria;2020-03-04;    12;    7;    0;   0;    0;   0
Algeria;2020-03-05;    12;    0;    0;   0;    0;   0
Algeria;2020-03-06;    17;    5;    0;   0;    0;   0
Algeria;2020-03-07;    17;    0;    0;   0;    0;   0
Algeria;2020-03-08;    19;    2;    0;   0;    0;   0
Algeria;2020-03-09;    20;    1;    0;   0;    0;   0
Algeria;2020-03-10;    20;    0;    0;   0;    0;   0
Algeria;2020-03-11;    20;    0;    0;   0;    0;   0
Algeria;2020-03-12;    24;    4;    1;   1;    8;   8
Algeria;2020-03-13;    26;    2;    2;   1;    8;   0
Algeria;2020-03-14;    37;   11;    3;   1;   12;   4
Algeria;2020-03-15;    48;   11;    4;   1;   12;   0
Algeria;2020-03-16;    54;    6;    4;   0;   12;   0
Algeria;2020-03-17;    60;    6;    4;   0;   12;   0
Algeria;2020-03-18;    74;   14;    7;   3;   12;   0
Algeria;2020-03-19;    87;   13;    9;   2;   32;  20
Algeria;2020-03-20;    90;    3;   11;   2;   32;   0
Algeria;2020-03-21;   139;   49;   15;   4;   32;   0
Algeria;2020-03-22;   201;   62;   17;   2;   65;  33
Algeria;2020-03-23;   230;   29;   17;   0;   65;   0
Algeria;2020-03-24;   264;   34;   19;   2;   24; -41
Algeria;2020-03-25;   302;   38;   21;   2;   65;  41
Algeria;2020-03-26;   367;   65;   25;   4;   29; -36
Algeria;2020-03-27;   409;   42;   26;   1;   29;   0
Algeria;2020-03-28;   454;   45;   29;   3;   31;   2
Algeria;2020-03-29;   511;   57;   31;   2;   31;   0
Algeria;2020-03-30;   584;   73;   35;   4;   37;   6
Algeria;2020-03-31;   716;  132;   44;   9;   46;   9
Algeria;2020-04-01;   847;  131;   58;  14;   61;  15
Algeria;2020-04-02;   986;  139;   86;  28;   61;   0
Algeria;2020-04-03;  1171;  185;  105;  19;   62;   1
Algeria;2020-04-04;  1251;   80;  130;  25;   90;  28
Algeria;2020-04-05;  1320;   69;  152;  22;   90;   0
Andorra;2020-01-22;     0;    0;    0;   0;    0;   0
Andorra;2020-01-23;     0;    0;    0;   0;    0;   0
Andorra;2020-01-24;     0;    0;    0;   0;    0;   0
Andorra;2020-01-25;     0;    0;    0;   0;    0;   0
Andorra;2020-01-26;     0;    0;    0;   0;    0;   0
Andorra;2020-01-27;     0;    0;    0;   0;    0;   0
Andorra;2020-01-28;     0;    0;    0;   0;    0;   0
Andorra;2020-01-29;     0;    0;    0;   0;    0;   0
Andorra;2020-01-30;     0;    0;    0;   0;    0;   0
Andorra;2020-01-31;     0;    0;    0;   0;    0;   0
Andorra;2020-02-01;     0;    0;    0;   0;    0;   0
Andorra;2020-02-02;     0;    0;    0;   0;    0;   0
Andorra;2020-02-03;     0;    0;    0;   0;    0;   0
Andorra;2020-02-04;     0;    0;    0;   0;    0;   0
Andorra;2020-02-05;     0;    0;    0;   0;    0;   0
Andorra;2020-02-06;     0;    0;    0;   0;    0;   0
Andorra;2020-02-07;     0;    0;    0;   0;    0;   0
Andorra;2020-02-08;     0;    0;    0;   0;    0;   0
Andorra;2020-02-09;     0;    0;    0;   0;    0;   0
Andorra;2020-02-10;     0;    0;    0;   0;    0;   0
Andorra;2020-02-11;     0;    0;    0;   0;    0;   0
Andorra;2020-02-12;     0;    0;    0;   0;    0;   0
Andorra;2020-02-13;     0;    0;    0;   0;    0;   0
Andorra;2020-02-14;     0;    0;    0;   0;    0;   0
Andorra;2020-02-15;     0;    0;    0;   0;    0;   0
Andorra;2020-02-16;     0;    0;    0;   0;    0;   0
Andorra;2020-02-17;     0;    0;    0;   0;    0;   0
Andorra;2020-02-18;     0;    0;    0;   0;    0;   0
Andorra;2020-02-19;     0;    0;    0;   0;    0;   0
Andorra;2020-02-20;     0;    0;    0;   0;    0;   0
Andorra;2020-02-21;     0;    0;    0;   0;    0;   0
Andorra;2020-02-22;     0;    0;    0;   0;    0;   0
Andorra;2020-02-23;     0;    0;    0;   0;    0;   0
Andorra;2020-02-24;     0;    0;    0;   0;    0;   0
Andorra;2020-02-25;     0;    0;    0;   0;    0;   0
Andorra;2020-02-26;     0;    0;    0;   0;    0;   0
Andorra;2020-02-27;     0;    0;    0;   0;    0;   0
Andorra;2020-02-28;     0;    0;    0;   0;    0;   0
Andorra;2020-02-29;     0;    0;    0;   0;    0;   0
Andorra;2020-03-01;     0;    0;    0;   0;    0;   0
Andorra;2020-03-02;     1;    1;    0;   0;    0;   0
Andorra;2020-03-03;     1;    0;    0;   0;    0;   0
Andorra;2020-03-04;     1;    0;    0;   0;    0;   0
Andorra;2020-03-05;     1;    0;    0;   0;    0;   0
Andorra;2020-03-06;     1;    0;    0;   0;    0;   0
Andorra;2020-03-07;     1;    0;    0;   0;    0;   0
Andorra;2020-03-08;     1;    0;    0;   0;    0;   0
Andorra;2020-03-09;     1;    0;    0;   0;    0;   0
Andorra;2020-03-10;     1;    0;    0;   0;    0;   0
Andorra;2020-03-11;     1;    0;    0;   0;    0;   0
Andorra;2020-03-12;     1;    0;    0;   0;    1;   1
Andorra;2020-03-13;     1;    0;    0;   0;    0;  -1
Andorra;2020-03-14;     1;    0;    0;   0;    1;   1
Andorra;2020-03-15;     1;    0;    0;   0;    1;   0
Andorra;2020-03-16;     2;    1;    0;   0;    1;   0
Andorra;2020-03-17;    39;   37;    0;   0;    1;   0
Andorra;2020-03-18;    39;    0;    0;   0;    1;   0
Andorra;2020-03-19;    53;   14;    0;   0;    1;   0
Andorra;2020-03-20;    75;   22;    0;   0;    1;   0
Andorra;2020-03-21;    88;   13;    0;   0;    1;   0
Andorra;2020-03-22;   113;   25;    1;   1;    1;   0
Andorra;2020-03-23;   133;   20;    1;   0;    1;   0
Andorra;2020-03-24;   164;   31;    1;   0;    1;   0
Andorra;2020-03-25;   188;   24;    1;   0;    1;   0
Andorra;2020-03-26;   224;   36;    3;   2;    1;   0
Andorra;2020-03-27;   267;   43;    3;   0;    1;   0
Andorra;2020-03-28;   308;   41;    3;   0;    1;   0
Andorra;2020-03-29;   334;   26;    6;   3;    1;   0
Andorra;2020-03-30;   370;   36;    8;   2;   10;   9
Andorra;2020-03-31;   376;    6;   12;   4;   10;   0
Andorra;2020-04-01;   390;   14;   14;   2;   10;   0
Andorra;2020-04-02;   428;   38;   15;   1;   10;   0
Andorra;2020-04-03;   439;   11;   16;   1;   16;   6
Andorra;2020-04-04;   466;   27;   17;   1;   21;   5
Andorra;2020-04-05;   501;   35;   18;   1;   26;   5
Angola;2020-01-22;     0;    0;    0;   0;    0;   0
Angola;2020-01-23;     0;    0;    0;   0;    0;   0
Angola;2020-01-24;     0;    0;    0;   0;    0;   0
Angola;2020-01-25;     0;    0;    0;   0;    0;   0
Angola;2020-01-26;     0;    0;    0;   0;    0;   0
Angola;2020-01-27;     0;    0;    0;   0;    0;   0
Angola;2020-01-28;     0;    0;    0;   0;    0;   0
Angola;2020-01-29;     0;    0;    0;   0;    0;   0
Angola;2020-01-30;     0;    0;    0;   0;    0;   0
Angola;2020-01-31;     0;    0;    0;   0;    0;   0
Angola;2020-02-01;     0;    0;    0;   0;    0;   0
Angola;2020-02-02;     0;    0;    0;   0;    0;   0
Angola;2020-02-03;     0;    0;    0;   0;    0;   0
Angola;2020-02-04;     0;    0;    0;   0;    0;   0
Angola;2020-02-05;     0;    0;    0;   0;    0;   0
Angola;2020-02-06;     0;    0;    0;   0;    0;   0
Angola;2020-02-07;     0;    0;    0;   0;    0;   0
Angola;2020-02-08;     0;    0;    0;   0;    0;   0
Angola;2020-02-09;     0;    0;    0;   0;    0;   0
Angola;2020-02-10;     0;    0;    0;   0;    0;   0
Angola;2020-02-11;     0;    0;    0;   0;    0;   0
Angola;2020-02-12;     0;    0;    0;   0;    0;   0
Angola;2020-02-13;     0;    0;    0;   0;    0;   0
Angola;2020-02-14;     0;    0;    0;   0;    0;   0
Angola;2020-02-15;     0;    0;    0;   0;    0;   0
Angola;2020-02-16;     0;    0;    0;   0;    0;   0
Angola;2020-02-17;     0;    0;    0;   0;    0;   0
Angola;2020-02-18;     0;    0;    0;   0;    0;   0
Angola;2020-02-19;     0;    0;    0;   0;    0;   0
Angola;2020-02-20;     0;    0;    0;   0;    0;   0
Angola;2020-02-21;     0;    0;    0;   0;    0;   0
Angola;2020-02-22;     0;    0;    0;   0;    0;   0
Angola;2020-02-23;     0;    0;    0;   0;    0;   0
Angola;2020-02-24;     0;    0;    0;   0;    0;   0
Angola;2020-02-25;     0;    0;    0;   0;    0;   0
Angola;2020-02-26;     0;    0;    0;   0;    0;   0
Angola;2020-02-27;     0;    0;    0;   0;    0;   0
Angola;2020-02-28;     0;    0;    0;   0;    0;   0
Angola;2020-02-29;     0;    0;    0;   0;    0;   0
Angola;2020-03-01;     0;    0;    0;   0;    0;   0
Angola;2020-03-02;     0;    0;    0;   0;    0;   0
Angola;2020-03-03;     0;    0;    0;   0;    0;   0
Angola;2020-03-04;     0;    0;    0;   0;    0;   0
Angola;2020-03-05;     0;    0;    0;   0;    0;   0
Angola;2020-03-06;     0;    0;    0;   0;    0;   0
Angola;2020-03-07;     0;    0;    0;   0;    0;   0
Angola;2020-03-08;     0;    0;    0;   0;    0;   0
Angola;2020-03-09;     0;    0;    0;   0;    0;   0
Angola;2020-03-10;     0;    0;    0;   0;    0;   0
Angola;2020-03-11;     0;    0;    0;   0;    0;   0
Angola;2020-03-12;     0;    0;    0;   0;    0;   0
Angola;2020-03-13;     0;    0;    0;   0;    0;   0
Angola;2020-03-14;     0;    0;    0;   0;    0;   0
Angola;2020-03-15;     0;    0;    0;   0;    0;   0
Angola;2020-03-16;     0;    0;    0;   0;    0;   0
Angola;2020-03-17;     0;    0;    0;   0;    0;   0
Angola;2020-03-18;     0;    0;    0;   0;    0;   0
Angola;2020-03-19;     0;    0;    0;   0;    0;   0
Angola;2020-03-20;     1;    1;    0;   0;    0;   0
Angola;2020-03-21;     2;    1;    0;   0;    0;   0
Angola;2020-03-22;     2;    0;    0;   0;    0;   0
Angola;2020-03-23;     3;    1;    0;   0;    0;   0
Angola;2020-03-24;     3;    0;    0;   0;    0;   0
Angola;2020-03-25;     3;    0;    0;   0;    0;   0
Angola;2020-03-26;     4;    1;    0;   0;    0;   0
Angola;2020-03-27;     4;    0;    0;   0;    0;   0
Angola;2020-03-28;     5;    1;    0;   0;    0;   0
Angola;2020-03-29;     7;    2;    2;   2;    0;   0
Angola;2020-03-30;     7;    0;    2;   0;    0;   0
Angola;2020-03-31;     7;    0;    2;   0;    1;   1
Angola;2020-04-01;     8;    1;    2;   0;    1;   0
Angola;2020-04-02;     8;    0;    2;   0;    1;   0
Angola;2020-04-03;     8;    0;    2;   0;    1;   0
Angola;2020-04-04;    10;    2;    2;   0;    2;   1
Angola;2020-04-05;    14;    4;    2;   0;    2;   0
Antigua and Barbuda;2020-01-22;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-01-23;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-01-24;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-01-25;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-01-26;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-01-27;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-01-28;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-01-29;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-01-30;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-01-31;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-01;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-02;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-03;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-04;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-05;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-06;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-07;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-08;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-09;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-10;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-11;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-12;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-13;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-14;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-15;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-16;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-17;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-18;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-19;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-20;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-21;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-22;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-23;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-24;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-25;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-26;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-27;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-28;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-02-29;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-01;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-02;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-03;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-04;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-05;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-06;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-07;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-08;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-09;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-10;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-11;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-12;     0;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-13;     1;    1;    0;   0;    0;   0
Antigua and Barbuda;2020-03-14;     1;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-15;     1;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-16;     1;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-17;     1;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-18;     1;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-19;     1;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-20;     1;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-21;     1;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-22;     1;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-23;     3;    2;    0;   0;    0;   0
Antigua and Barbuda;2020-03-24;     3;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-25;     3;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-26;     7;    4;    0;   0;    0;   0
Antigua and Barbuda;2020-03-27;     7;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-28;     7;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-29;     7;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-30;     7;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-03-31;     7;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-04-01;     7;    0;    0;   0;    0;   0
Antigua and Barbuda;2020-04-02;     9;    2;    0;   0;    0;   0
